,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,season,division,PA,1B,OBP,BA,SLG,OPS,ISO,HR/PA,K/PA,BB/PA,K/BB,BABIP,wOBA,wRAA,wRC,team
2,10,31,7,0,0,7,0,7,6,2,2,0,7,1,0,0,1,0,1,02/19/2023,home,16340,711,Towson,9,True,10,2,8,win,2390854,10411,2023,1,41,7,0.366,0.226,0.226,0.592,0.0,0.0,0.171,0.146,1.167,0.269,0.316,-2.135,4.302,10411
3,15,41,15,3,1,29,3,13,3,2,1,1,9,1,1,0,0,0,1,02/21/2023,away,16340,2711,North Florida,9,True,15,7,8,win,2391198,10411,2023,1,48,8,0.417,0.366,0.707,1.124,0.341,0.062,0.188,0.062,3.0,0.4,0.48,5.538,13.074,10411
4,9,38,12,1,0,25,4,8,6,1,1,0,10,2,0,0,5,0,2,02/22/2023,away,16340,2711,North Florida,9,True,9,4,5,win,2391233,10411,2023,1,46,7,0.413,0.316,0.658,1.071,0.342,0.087,0.217,0.13,1.667,0.32,0.465,4.602,11.824,10411
0,6,35,7,0,0,13,2,6,4,0,0,0,13,1,0,0,1,0,0,02/17/2023,away,16340,32,Little Rock,9,True,6,9,-3,loss,2390302,649,2023,1,39,5,0.282,0.2,0.371,0.653,0.171,0.051,0.333,0.103,3.25,0.25,0.304,-2.508,3.615,649
1,3,34,7,4,0,14,1,3,5,1,0,0,11,0,0,0,2,1,0,02/18/2023,away,16340,32,Little Rock,9,True,3,1,2,win,2390537,649,2023,1,39,2,0.359,0.206,0.412,0.771,0.206,0.026,0.282,0.128,2.2,0.273,0.354,-0.518,5.605,649
2,6,39,12,3,0,21,2,5,8,0,0,0,7,0,0,0,1,0,0,02/19/2023,away,16340,32,Little Rock,9,True,6,7,-1,loss,2390862,649,2023,1,47,7,0.426,0.308,0.538,0.964,0.23,0.043,0.149,0.17,0.875,0.333,0.443,3.647,11.026,649
0,8,31,8,1,0,15,2,8,5,1,0,0,6,0,0,1,0,0,0,02/17/2023,home,16340,392,Maryland,9,True,8,7,1,win,2390476,651,2023,1,37,5,0.378,0.258,0.484,0.862,0.226,0.054,0.162,0.135,1.2,0.261,0.398,1.171,6.98,651
1,1,30,4,2,0,6,0,1,3,0,0,0,11,1,0,0,1,0,0,02/18/2023,home,16340,392,Maryland,9,True,1,8,-7,loss,2390734,651,2023,1,33,2,0.212,0.133,0.2,0.412,0.067,0.0,0.333,0.091,3.667,0.211,0.208,-5.357,-0.176,651
2,5,37,11,2,0,19,2,4,2,3,0,0,11,1,0,0,0,0,1,02/19/2023,home,16340,392,Maryland,9,True,5,9,-4,loss,2390985,651,2023,1,42,7,0.381,0.297,0.514,0.895,0.217,0.048,0.262,0.048,5.5,0.375,0.409,1.801,8.395,651
3,1,32,5,1,0,6,0,1,1,2,0,0,15,0,0,0,0,0,0,02/21/2023,home,16340,235,Florida,9,True,1,6,-5,loss,2391082,651,2023,1,35,4,0.229,0.156,0.188,0.417,0.032,0.0,0.429,0.029,15.0,0.294,0.214,-5.467,0.028,651
4,10,41,13,0,1,21,2,8,5,1,0,0,11,0,1,0,1,0,0,02/22/2023,away,16340,235,Florida,9,True,10,9,1,win,2391204,651,2023,1,47,10,0.404,0.317,0.512,0.916,0.195,0.043,0.234,0.106,2.2,0.393,0.422,2.639,10.018,651
0,11,41,13,6,0,19,0,8,6,1,0,0,9,0,0,0,1,0,0,02/17/2023,away,16340,1004,Central Ark.,9,True,11,3,8,win,2390286,654,2023,1,48,7,0.417,0.317,0.463,0.88,0.146,0.0,0.188,0.125,1.5,0.406,0.416,2.401,9.937,654
1,0,31,3,0,0,3,0,0,2,0,0,0,11,0,0,0,1,0,0,02/18/2023,away,16340,1004,Central Ark.,9,True,0,3,-3,loss,2390525,654,2023,1,33,3,0.152,0.097,0.097,0.249,0.0,0.0,0.333,0.061,5.5,0.15,0.134,-7.85,-2.669,654
2,4,29,2,1,0,3,0,3,7,3,0,0,9,0,1,0,0,0,0,02/19/2023,away,16340,1004,Central Ark.,9,True,4,13,-9,loss,2390843,654,2023,1,39,1,0.308,0.069,0.103,0.411,0.034,0.0,0.231,0.179,1.286,0.1,0.261,-4.221,1.902,654
3,3,31,5,1,0,12,2,3,0,0,0,1,3,0,0,0,0,0,0,02/21/2023,away,16340,419,Middle Tenn.,9,True,3,8,-5,loss,2391094,654,2023,1,32,2,0.156,0.161,0.387,0.543,0.226,0.062,0.094,0.0,0.0,0.115,0.224,-4.672,0.352,654
0,15,34,9,1,1,12,0,14,13,7,1,1,6,0,0,0,7,0,0,02/17/2023,home,16340,342,Lafayette,9,True,15,4,11,win,2390441,655,2023,1,56,7,0.518,0.265,0.353,0.871,0.088,0.0,0.107,0.232,0.462,0.31,0.454,4.974,13.766,655
1,20,42,17,3,0,23,1,15,10,5,1,1,5,0,1,1,7,0,0,02/18/2023,home,16340,342,Lafayette,9,True,20,0,20,win,2390763,655,2023,1,59,13,0.542,0.405,0.548,1.09,0.143,0.017,0.085,0.169,0.5,0.432,0.51,8.614,17.877,655
2,7,23,4,0,0,4,0,6,4,5,1,0,5,0,0,0,3,0,0,02/18/2023,home,16340,342,Lafayette,9,True,7,5,2,win,2408282,655,2023,1,33,4,0.394,0.174,0.174,0.568,0.0,0.0,0.152,0.121,1.25,0.211,0.332,-1.179,4.002,655
3,11,28,7,2,0,12,1,8,9,6,0,0,5,1,3,0,7,0,1,02/19/2023,home,16340,342,Lafayette,9,True,11,4,7,win,2390970,655,2023,1,43,4,0.512,0.25,0.429,0.941,0.179,0.023,0.116,0.209,0.556,0.273,0.472,4.609,11.36,655
4,19,29,10,2,0,15,1,17,12,5,1,0,11,1,0,0,1,0,0,02/21/2023,away,16340,314,Jackson St.,9,True,19,0,19,win,2391115,655,2023,1,47,7,0.574,0.345,0.517,1.091,0.172,0.021,0.234,0.255,0.917,0.5,0.525,7.581,14.96,655
0,5,34,8,1,1,11,0,4,6,3,0,0,9,1,0,1,4,0,0,02/17/2023,neutral,16340,314,Jackson St.,9,True,5,4,1,win,2390490,665,2023,1,43,6,0.395,0.235,0.324,0.719,0.089,0.0,0.209,0.14,1.5,0.32,0.367,0.0,6.751,665
1,4,32,10,1,1,13,0,4,4,0,1,2,7,0,2,1,2,0,0,02/18/2023,neutral,16340,261,Grambling,9,True,4,3,1,win,2390785,665,2023,1,39,8,0.359,0.312,0.406,0.765,0.094,0.0,0.179,0.103,1.75,0.385,0.351,-0.637,5.486,665
2,11,29,12,4,0,22,2,11,5,3,2,0,6,0,0,0,1,0,0,02/19/2023,neutral,16340,699,Texas Southern,9,True,11,1,10,win,2391064,665,2023,1,39,6,0.513,0.414,0.759,1.272,0.345,0.051,0.154,0.128,1.2,0.435,0.544,7.047,13.17,665
3,4,26,8,1,0,9,0,4,4,1,1,0,11,1,2,0,1,0,0,02/21/2023,away,16340,365,LSU,9,True,4,18,-14,loss,2391199,665,2023,1,32,7,0.406,0.308,0.346,0.752,0.038,0.0,0.344,0.125,2.75,0.5,0.372,0.163,5.187,665
0,8,31,10,3,0,19,2,5,6,3,1,1,9,2,0,0,1,0,2,02/17/2023,home,16340,386,Marist,9,True,8,6,2,win,2390293,657,2023,1,42,5,0.452,0.323,0.613,1.065,0.29,0.048,0.214,0.143,1.5,0.381,0.47,4.417,11.011,657
1,17,34,11,3,1,19,1,13,14,2,2,0,12,0,1,0,2,0,0,02/18/2023,home,16340,386,Marist,9,True,17,4,13,win,2390530,657,2023,1,52,6,0.519,0.324,0.559,1.078,0.235,0.019,0.231,0.269,0.857,0.435,0.497,6.901,15.065,657
2,12,34,11,2,1,27,4,7,5,4,0,1,3,0,1,0,1,0,0,02/19/2023,home,16340,386,Marist,9,True,12,2,10,win,2390851,657,2023,1,44,4,0.455,0.324,0.794,1.249,0.47,0.091,0.068,0.114,0.6,0.259,0.525,7.097,14.005,657
3,7,34,10,3,0,16,1,7,4,1,0,2,7,0,0,1,1,0,0,02/21/2023,home,16340,109,UC Irvine,9,True,7,8,-1,loss,2391105,657,2023,1,41,6,0.366,0.294,0.471,0.837,0.177,0.024,0.171,0.098,1.75,0.346,0.379,0.502,6.939,657
0,9,36,11,4,1,29,4,8,2,1,0,0,7,1,1,0,0,0,1,02/17/2023,away,16340,2915,Wofford,9,True,9,4,5,win,2390443,659,2023,1,39,2,0.359,0.306,0.806,1.165,0.5,0.103,0.179,0.051,3.5,0.28,0.488,4.818,10.941,659
1,4,29,5,2,0,7,0,3,10,0,0,0,10,1,1,0,2,1,1,02/18/2023,neutral,16340,711,Towson,9,True,4,3,1,win,2390596,659,2023,1,38,3,0.421,0.172,0.241,0.662,0.069,0.0,0.263,0.263,1.0,0.263,0.35,-0.66,5.306,659
2,7,40,11,1,0,15,1,5,0,0,0,0,8,1,0,0,0,0,1,02/18/2023,away,16340,2915,Wofford,9,True,7,8,-1,loss,2390724,659,2023,1,40,9,0.275,0.275,0.375,0.65,0.1,0.025,0.2,0.0,0.0,0.323,0.296,-2.899,3.381,659
3,4,34,8,1,0,12,1,3,1,0,0,0,7,1,1,1,1,0,1,02/19/2023,away,16340,2915,Wofford,9,True,4,5,-1,loss,2390971,659,2023,1,35,6,0.257,0.235,0.353,0.61,0.118,0.029,0.2,0.029,7.0,0.269,0.279,-3.144,2.351,659
4,13,41,15,2,1,31,4,13,6,1,0,0,7,1,0,0,1,0,1,02/21/2023,away,16340,43,Austin Peay,9,True,13,14,-1,loss,2391151,659,2023,1,48,8,0.458,0.366,0.756,1.214,0.39,0.083,0.146,0.125,1.167,0.367,0.527,7.841,15.377,659
0,2,32,7,1,1,10,0,2,5,2,0,0,6,0,1,1,2,0,0,02/17/2023,away,16340,2743,UIW,9,True,2,0,2,win,2390480,660,2023,1,39,5,0.359,0.219,0.312,0.671,0.093,0.0,0.154,0.128,1.2,0.269,0.339,-1.115,5.008,660
1,1,28,2,0,0,2,0,1,4,1,0,0,15,1,0,0,0,0,1,02/18/2023,away,16340,2743,UIW,9,True,1,5,-4,loss,2390807,660,2023,1,33,2,0.212,0.071,0.071,0.283,0.0,0.0,0.455,0.121,3.75,0.154,0.177,-6.401,-1.22,660
2,9,44,16,3,0,25,2,8,1,2,0,0,8,1,0,0,3,0,1,02/19/2023,away,16340,2743,UIW,9,True,9,5,4,win,2391011,660,2023,1,47,11,0.404,0.364,0.568,0.972,0.204,0.043,0.17,0.021,8.0,0.412,0.441,3.551,10.93,660
3,6,38,9,3,0,12,0,4,9,1,0,1,7,0,0,0,2,0,0,02/21/2023,home,16340,299,Illinois St.,10,True,6,5,1,win,2391150,660,2023,1,49,6,0.388,0.237,0.316,0.704,0.079,0.0,0.143,0.184,0.778,0.29,0.357,-0.5,7.193,660
0,3,32,8,1,1,14,1,3,6,2,0,0,16,0,0,0,2,0,0,02/17/2023,home,16340,355,Liberty,9,True,3,0,3,win,2390407,664,2023,1,40,5,0.4,0.25,0.438,0.838,0.188,0.025,0.4,0.15,2.667,0.467,0.4,1.348,7.628,664
1,2,25,3,0,0,3,0,2,2,1,0,1,9,0,2,0,1,0,0,02/18/2023,home,16340,355,Liberty,9,True,2,1,1,win,2390790,664,2023,1,29,3,0.207,0.12,0.12,0.327,0.0,0.0,0.31,0.069,4.5,0.188,0.18,-5.536,-0.983,664
2,7,30,9,5,0,17,1,5,5,1,1,1,7,1,1,0,2,0,0,02/19/2023,home,16340,355,Liberty,9,True,7,2,5,win,2390968,664,2023,1,38,3,0.395,0.3,0.567,0.962,0.267,0.026,0.184,0.132,1.4,0.348,0.423,2.173,8.139,664
3,12,36,14,6,1,22,0,12,6,2,1,1,9,0,0,0,0,0,0,02/21/2023,home,16340,474,New Orleans,9,True,12,0,12,win,2391181,664,2023,1,46,7,0.478,0.389,0.611,1.089,0.222,0.0,0.196,0.13,1.5,0.5,0.488,5.682,12.904,664
0,8,36,13,1,0,17,1,6,5,6,1,1,11,0,1,0,1,0,0,02/17/2023,home,16340,302,UIC,9,True,8,10,-2,loss,2390324,610,2023,1,49,11,0.49,0.361,0.472,0.962,0.111,0.02,0.224,0.102,2.2,0.48,0.459,4.602,12.295,610
1,5,34,10,2,1,17,1,5,4,2,0,0,4,2,1,0,2,0,0,02/17/2023,home,16340,302,UIC,9,True,5,6,-1,loss,2408378,610,2023,1,40,6,0.4,0.294,0.5,0.9,0.206,0.025,0.1,0.1,1.0,0.31,0.417,2.042,8.322,610
2,3,34,7,0,0,7,0,3,8,2,0,0,7,1,2,0,1,0,0,02/18/2023,home,16340,302,UIC,10,True,3,7,-4,loss,2390682,610,2023,1,44,7,0.386,0.206,0.206,0.592,0.0,0.0,0.159,0.182,0.875,0.259,0.33,-1.662,5.246,610
3,8,26,8,2,0,10,0,7,3,1,1,0,4,0,0,0,0,0,0,02/19/2023,home,16340,302,UIC,9,True,8,1,7,win,2390895,610,2023,1,31,6,0.387,0.308,0.385,0.772,0.077,0.0,0.129,0.097,1.333,0.348,0.37,0.095,4.962,610
4,3,34,7,0,0,10,1,3,4,0,0,1,8,1,0,0,3,0,0,02/21/2023,home,16340,94,CSU Bakersfield,9,True,3,5,-2,loss,2391131,610,2023,1,39,6,0.282,0.206,0.294,0.576,0.088,0.026,0.205,0.103,2.0,0.24,0.277,-3.583,2.54,610
0,7,40,11,4,0,18,1,7,4,1,0,1,14,0,0,1,1,0,0,02/17/2023,away,16340,523,Old Dominion,10,True,7,6,1,win,2390379,603,2023,1,46,6,0.348,0.275,0.45,0.798,0.175,0.022,0.304,0.087,3.5,0.4,0.366,-0.047,7.175,603
1,5,33,8,1,0,9,0,4,4,2,0,0,9,2,2,0,1,0,1,02/18/2023,away,16340,523,Old Dominion,9,True,5,7,-2,loss,2390744,603,2023,1,39,7,0.359,0.242,0.273,0.632,0.031,0.0,0.231,0.103,2.25,0.333,0.326,-1.632,4.491,603
2,5,38,9,1,0,13,1,4,5,1,0,0,5,0,1,0,1,0,0,02/19/2023,away,16340,523,Old Dominion,9,True,5,10,-5,loss,2390925,603,2023,1,44,7,0.341,0.237,0.342,0.683,0.105,0.023,0.114,0.114,1.0,0.25,0.333,-1.527,5.381,603
0,0,30,4,0,0,4,0,0,2,0,0,0,16,1,0,0,0,0,1,02/17/2023,away,16340,193,Duke,9,True,0,16,-16,loss,2390264,606,2023,1,32,4,0.188,0.133,0.133,0.321,0.0,0.0,0.5,0.062,8.0,0.286,0.168,-6.501,-1.477,606
1,1,30,5,2,0,7,0,1,3,1,0,1,14,1,0,0,0,0,1,02/18/2023,away,16340,193,Duke,9,True,1,2,-1,loss,2390513,606,2023,1,35,3,0.257,0.167,0.233,0.49,0.066,0.0,0.4,0.086,4.667,0.312,0.246,-4.324,1.171,606
2,5,38,9,2,1,13,0,4,5,4,0,1,11,0,0,0,0,0,0,02/19/2023,away,16340,193,Duke,10,True,5,4,1,win,2390828,606,2023,1,48,6,0.375,0.237,0.342,0.717,0.105,0.0,0.229,0.104,2.2,0.333,0.356,-0.539,6.997,606
0,4,34,7,1,0,8,0,4,5,1,1,0,13,0,0,0,0,0,0,02/17/2023,neutral,16340,388,Marshall,9,True,4,11,-7,loss,2390314,609,2023,1,41,6,0.317,0.206,0.235,0.552,0.029,0.0,0.317,0.122,2.6,0.318,0.286,-3.391,3.046,609
1,4,36,10,0,0,13,1,3,1,0,0,0,13,1,0,0,3,0,1,02/18/2023,neutral,16340,388,Marshall,9,True,4,8,-4,loss,2390584,609,2023,1,37,9,0.297,0.278,0.361,0.658,0.083,0.027,0.351,0.027,13.0,0.409,0.306,-2.304,3.505,609
2,5,36,6,0,0,9,1,3,4,4,0,0,11,0,0,0,1,0,0,02/19/2023,neutral,16340,388,Marshall,9,True,5,10,-5,loss,2390880,609,2023,1,44,5,0.318,0.167,0.25,0.568,0.083,0.023,0.25,0.091,2.75,0.208,0.297,-3.144,3.764,609
0,4,34,7,0,0,7,0,3,3,3,0,0,11,1,1,0,2,0,0,02/17/2023,away,16340,165,Coppin St.,9,True,4,12,-8,loss,2390387,617,2023,1,40,7,0.325,0.206,0.206,0.531,0.0,0.0,0.275,0.075,3.667,0.304,0.285,-3.349,2.931,617
1,7,36,10,3,0,13,0,6,6,1,0,0,8,0,1,0,2,0,0,02/18/2023,away,16340,165,Coppin St.,9,True,7,14,-7,loss,2390626,617,2023,1,43,7,0.395,0.278,0.361,0.756,0.083,0.0,0.186,0.14,1.333,0.357,0.374,0.307,7.058,617
2,8,31,8,0,0,17,3,6,8,2,1,0,8,1,1,1,3,0,0,02/19/2023,away,16340,165,Coppin St.,9,True,8,16,-8,loss,2391021,617,2023,1,42,5,0.429,0.258,0.548,0.977,0.29,0.071,0.19,0.19,1.0,0.238,0.442,3.216,9.81,617
0,1,30,4,0,0,7,1,1,4,0,0,0,10,2,0,0,0,0,2,02/17/2023,away,16340,97,Cal St. Fullerton,9,True,1,8,-7,loss,2390452,674,2023,1,34,3,0.235,0.133,0.233,0.468,0.1,0.029,0.294,0.118,2.5,0.158,0.234,-4.617,0.721,674
1,7,41,14,2,0,25,3,6,6,1,0,0,6,0,0,0,2,1,0,02/18/2023,away,16340,97,Cal St. Fullerton,9,True,7,5,2,win,2390799,674,2023,1,47,9,0.468,0.341,0.61,1.078,0.269,0.064,0.128,0.128,1.0,0.344,0.481,5.47,12.849,674
2,21,47,16,4,2,36,4,19,13,3,0,0,12,1,0,0,0,0,1,02/19/2023,away,16340,97,Cal St. Fullerton,10,True,21,13,8,win,2390993,674,2023,1,63,6,0.508,0.34,0.766,1.274,0.426,0.063,0.19,0.206,0.923,0.387,0.551,11.835,21.726,674
3,4,32,7,1,0,11,1,4,5,0,1,0,6,4,0,0,0,0,4,02/21/2023,home,16340,107,California,9,True,4,8,-4,loss,2391196,674,2023,1,38,5,0.316,0.219,0.344,0.66,0.125,0.026,0.158,0.132,1.2,0.231,0.315,-2.017,3.949,674
0,6,34,11,2,0,13,0,6,3,1,1,0,8,0,0,0,0,0,0,02/17/2023,home,16340,327,Kansas St.,9,True,6,7,-1,loss,2390483,676,2023,1,39,9,0.385,0.324,0.382,0.767,0.058,0.0,0.205,0.077,2.667,0.407,0.367,0.0,6.123,676
1,4,38,11,0,0,17,2,4,2,1,0,0,10,1,0,0,0,0,1,02/18/2023,home,16340,327,Kansas St.,9,True,4,8,-4,loss,2390754,676,2023,1,41,9,0.341,0.289,0.447,0.788,0.158,0.049,0.244,0.049,5.0,0.346,0.363,-0.167,6.27,676
2,8,38,11,3,1,22,2,6,3,1,0,0,7,2,0,0,0,0,2,02/19/2023,home,16340,327,Kansas St.,9,True,8,14,-6,loss,2391018,676,2023,1,42,5,0.357,0.289,0.579,0.936,0.29,0.048,0.167,0.071,2.333,0.31,0.415,2.058,8.652,676
3,5,36,11,1,0,12,0,4,5,1,0,0,9,2,2,0,0,0,2,02/20/2023,home,16340,327,Kansas St.,9,True,5,16,-11,loss,2391081,676,2023,1,42,10,0.405,0.306,0.333,0.738,0.027,0.0,0.214,0.119,1.8,0.407,0.37,0.129,6.723,676
4,11,31,10,3,1,15,0,10,8,0,0,1,7,0,1,0,3,0,0,02/21/2023,home,16340,553,Prairie View,9,True,11,1,10,win,2391202,676,2023,1,40,6,0.45,0.323,0.484,0.934,0.161,0.0,0.175,0.2,0.875,0.417,0.438,2.899,9.179,676
0,18,41,16,5,1,38,5,17,6,2,2,0,12,0,0,0,0,0,0,02/17/2023,home,16340,381,Manhattan,9,True,18,0,18,win,2390285,678,2023,1,51,5,0.471,0.39,0.927,1.398,0.537,0.098,0.235,0.118,2.0,0.423,0.571,10.622,18.629,678
1,9,36,13,6,0,22,1,9,7,1,0,1,7,0,0,0,6,1,0,02/18/2023,home,16340,381,Manhattan,9,True,9,1,8,win,2390523,678,2023,1,44,6,0.5,0.361,0.611,1.111,0.25,0.023,0.159,0.159,1.0,0.429,0.496,5.795,12.703,678
2,8,32,7,2,0,15,2,7,1,3,0,0,4,0,0,0,3,0,0,02/19/2023,home,16340,381,Manhattan,9,True,8,6,2,win,2390842,678,2023,1,36,3,0.306,0.219,0.469,0.775,0.25,0.056,0.111,0.028,4.0,0.192,0.35,-0.625,5.027,678
3,2,35,8,0,0,14,2,2,0,1,0,0,14,1,0,0,0,0,1,02/21/2023,away,16340,415,Miami (FL),9,True,2,11,-9,loss,2391095,678,2023,1,36,6,0.25,0.229,0.4,0.65,0.171,0.056,0.389,0.0,0.0,0.316,0.291,-2.793,2.859,678
0,5,35,9,2,0,11,0,4,3,0,0,0,11,1,0,0,0,0,1,02/17/2023,away,16340,101,CSUN,9,True,5,20,-15,loss,2390354,683,2023,1,38,7,0.316,0.257,0.314,0.63,0.057,0.0,0.289,0.079,3.667,0.375,0.306,-2.367,3.599,683
1,4,33,8,3,0,11,0,4,0,0,1,0,5,2,0,0,0,0,2,02/18/2023,away,16340,101,CSUN,9,True,4,14,-10,loss,2390740,683,2023,1,34,5,0.235,0.242,0.333,0.568,0.091,0.0,0.147,0.0,0.0,0.276,0.255,-3.888,1.45,683
2,2,32,7,0,0,10,1,2,3,0,0,0,11,2,1,0,1,0,1,02/19/2023,away,16340,101,CSUN,9,True,2,8,-6,loss,2390994,683,2023,1,35,6,0.286,0.219,0.312,0.598,0.093,0.029,0.314,0.086,3.667,0.3,0.287,-2.859,2.636,683
0,2,32,5,0,0,5,0,1,4,2,0,0,12,0,2,0,1,0,0,02/17/2023,away,16340,706,UTSA,9,True,2,3,-1,loss,2390451,1395,2023,1,38,5,0.289,0.156,0.156,0.445,0.0,0.0,0.316,0.105,3.0,0.25,0.25,-4.539,1.427,1395
1,6,36,10,3,0,19,2,6,3,0,0,1,9,2,0,0,3,0,2,02/18/2023,away,16340,706,UTSA,9,True,6,13,-7,loss,2390739,1395,2023,1,40,5,0.325,0.278,0.528,0.853,0.25,0.05,0.225,0.075,3.0,0.32,0.374,0.286,6.566,1395
2,7,47,12,2,2,24,2,6,3,0,0,1,13,0,0,0,2,0,0,02/19/2023,away,16340,706,UTSA,12,True,7,5,2,win,2390992,1395,2023,1,51,6,0.294,0.255,0.511,0.805,0.256,0.039,0.255,0.059,4.333,0.312,0.351,-0.833,7.174,1395
3,5,35,10,3,0,19,2,5,2,1,0,1,11,0,1,0,0,0,0,02/21/2023,away,16340,2743,UIW,9,True,5,3,2,win,2391093,1395,2023,1,39,5,0.333,0.286,0.543,0.876,0.257,0.051,0.282,0.051,5.5,0.364,0.384,0.677,6.8,1395
0,1,33,6,0,0,6,0,1,1,2,1,0,10,0,0,0,1,0,0,02/17/2023,neutral,16340,29,Arizona,9,True,1,3,-2,loss,2390492,694,2023,1,37,6,0.243,0.182,0.182,0.425,0.0,0.0,0.27,0.027,10.0,0.25,0.219,-5.591,0.218,694
1,3,32,9,0,1,14,1,3,6,0,0,0,6,1,1,0,0,0,1,02/18/2023,away,16340,1104,Grand Canyon,9,True,3,4,-1,loss,2390812,694,2023,1,38,7,0.395,0.281,0.438,0.833,0.157,0.026,0.158,0.158,1.0,0.32,0.394,1.047,7.013,694
2,7,32,10,0,1,18,2,6,2,1,0,0,8,2,1,0,3,0,1,02/19/2023,neutral,16340,112,UC San Diego,9,True,7,0,7,win,2391057,694,2023,1,35,7,0.371,0.312,0.562,0.933,0.25,0.057,0.229,0.057,4.0,0.364,0.418,1.822,7.317,694
3,10,29,10,4,1,25,3,9,7,1,0,0,3,2,0,0,0,0,1,02/21/2023,home,16340,6,Alabama A&M,9,True,10,0,10,win,2391176,694,2023,1,37,2,0.486,0.345,0.862,1.348,0.517,0.081,0.081,0.189,0.429,0.304,0.567,7.555,13.364,694
4,23,36,17,4,2,31,2,17,12,1,1,1,6,0,0,0,5,0,0,02/22/2023,home,16340,6,Alabama A&M,9,True,23,1,22,win,2391238,694,2023,1,51,9,0.588,0.472,0.861,1.449,0.389,0.039,0.118,0.235,0.5,0.517,0.612,12.757,20.764,694
0,1,28,5,3,1,10,0,1,1,1,1,0,6,0,0,0,0,0,0,02/17/2023,home,16340,71,Bowling Green,9,True,1,0,1,win,2390394,692,2023,1,31,1,0.226,0.179,0.357,0.583,0.178,0.0,0.194,0.032,6.0,0.217,0.261,-3.355,1.512,692
1,11,31,8,3,0,17,2,9,12,2,1,0,11,1,0,0,0,0,0,02/18/2023,home,16340,71,Bowling Green,9,True,11,9,2,win,2390760,692,2023,1,46,3,0.478,0.258,0.548,1.026,0.29,0.043,0.239,0.261,0.917,0.316,0.473,4.978,12.2,692
2,4,34,10,2,0,12,0,4,4,1,1,0,8,2,0,0,0,0,1,02/19/2023,home,16340,71,Bowling Green,9,True,4,10,-6,loss,2391032,692,2023,1,40,8,0.375,0.294,0.353,0.728,0.059,0.0,0.2,0.1,2.0,0.37,0.354,-0.531,5.749,692
3,4,34,7,0,0,13,2,4,6,0,1,0,4,1,0,0,0,0,0,02/21/2023,away,16340,8,Alabama,9,True,4,7,-3,loss,2391089,692,2023,1,41,5,0.317,0.206,0.382,0.699,0.176,0.049,0.098,0.146,0.667,0.172,0.327,-1.674,4.763,692
0,4,24,4,0,0,7,1,2,2,1,0,0,9,1,0,1,1,0,1,02/18/2023,away,16340,14927,Belmont,9,True,4,2,2,win,2390548,695,2023,1,27,3,0.259,0.167,0.292,0.551,0.125,0.037,0.333,0.074,4.5,0.214,0.267,-2.757,1.482,695
1,7,38,11,2,0,16,1,7,4,2,0,0,17,0,0,0,1,0,0,02/18/2023,away,16340,14927,Belmont,9,True,7,3,4,win,2408867,695,2023,1,44,8,0.386,0.289,0.421,0.807,0.132,0.023,0.386,0.091,4.25,0.5,0.385,0.809,7.717,695
2,4,27,7,2,0,15,2,4,1,0,0,0,6,1,0,1,0,0,1,02/19/2023,away,16340,14927,Belmont,9,True,4,11,-7,loss,2390259,695,2023,1,28,3,0.286,0.259,0.556,0.842,0.297,0.071,0.214,0.036,6.0,0.263,0.364,-0.086,4.31,695
3,2,31,5,0,0,5,0,2,7,0,0,0,9,0,0,1,1,1,0,02/19/2023,away,16340,14927,Belmont,9,True,2,4,-2,loss,2390824,695,2023,1,37,5,0.351,0.161,0.161,0.512,0.0,0.0,0.243,0.189,1.286,0.227,0.277,-3.4,2.409,695
4,5,40,13,3,0,16,0,4,4,0,0,0,5,0,1,0,3,0,0,02/21/2023,away,16340,454,Murray St.,9,True,5,2,3,win,2391107,695,2023,1,44,10,0.386,0.325,0.4,0.786,0.075,0.0,0.114,0.091,1.25,0.371,0.376,0.404,7.312,695
5,0,22,2,0,0,2,0,0,4,1,0,0,10,1,0,0,3,0,0,02/22/2023,away,16340,8,Alabama,9,True,0,10,-10,loss,2391207,695,2023,1,27,2,0.259,0.091,0.091,0.35,0.0,0.0,0.37,0.148,2.5,0.167,0.216,-4.162,0.077,695
0,2,30,5,1,0,9,1,1,2,0,0,1,13,2,0,0,2,0,2,02/17/2023,neutral,16340,31,Arkansas,9,True,2,3,-1,loss,2390489,703,2023,1,33,3,0.212,0.167,0.3,0.512,0.133,0.03,0.394,0.061,6.5,0.25,0.233,-4.515,0.666,703
1,5,32,5,1,0,6,0,3,8,1,0,1,10,0,0,0,2,0,0,02/18/2023,neutral,16340,434,Missouri,9,True,5,6,-1,loss,2390576,703,2023,1,42,4,0.333,0.156,0.188,0.521,0.032,0.0,0.238,0.19,1.25,0.227,0.29,-3.302,3.292,703
2,2,30,3,1,0,7,1,2,4,0,0,0,12,1,0,0,0,0,0,02/19/2023,neutral,16340,736,Vanderbilt,9,True,2,12,-10,loss,2390872,703,2023,1,34,1,0.206,0.1,0.233,0.439,0.133,0.029,0.353,0.118,3.0,0.118,0.217,-5.207,0.131,703
